cell,domain,s,reuse,pattern,breadth,realized_selectivity,union_share,n_queries,A,B,C,CBO,D,O,D_plus,optimal,regret_D,regret_CBO,regret_D_plus,regret_C,regret_A,regret_B,C_over_A,C_over_B,D_over_CBO,D_over_O,A_over_O,B_over_O,union_rows,semantic_rows_A,semantic_rows_B,semantic_rows_C,semantic_rows_D,tokens_A,tokens_D,switches_D,plan_hist_D,p95_A,p95_D
ecom|s100|r10|PRED_MUTEX|c1,ecom,100,10,PRED_MUTEX,1,0.1,1.0,10,2.596484,2.588484,2.596484,2.588484,2.588484,2.588484,2.588484,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,10000,10000,10000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,20909.65
ecom|s100|r10|PRED_MUTEX|c2,ecom,100,10,PRED_MUTEX,2,0.1,1.0,10,5.195016,5.179016,5.195016,5.179016,5.179016,5.179016,5.179016,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,20000,20000,20000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 10}",13.4,42602.7
ecom|s100|r10|PRED_MUTEX|c4,ecom,100,10,PRED_MUTEX,4,0.1,1.0,10,9.73208,9.70008,9.73208,9.70008,9.70008,9.70008,9.70008,B,0.0,0.0,0.0,0.0033,0.0033,0.0,1.0,1.0033,1.0,1.0,1.0033,1.0,40000,40000,40000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,80005.0
ecom|s100|r50|PRED_SHARED|c1,ecom,100,50,PRED_SHARED,1,1.0,1.0,50,2.599784,129.3883,2.599784,5.187468,2.599784,2.599784,2.599784,A,0.0,0.99535,0.0,0.0,0.0,48.76887,1.0,0.0201,0.5012,1.0,1.0,49.7689,10000,10000,500000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r50|PRED_SHARED|c2,ecom,100,50,PRED_SHARED,2,1.0,1.0,50,5.198316,258.9149,5.198316,10.376532,5.198316,5.198316,5.198316,A,0.0,0.99613,0.0,0.0,0.0,48.80746,1.0,0.0201,0.501,1.0,1.0,49.8075,20000,20000,1000000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 50, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r50|PRED_SHARED|c4,ecom,100,50,PRED_SHARED,4,1.0,1.0,50,9.73538,484.9681,9.73538,19.43466,9.73538,9.73538,9.73538,A,0.0,0.99629,0.0,0.0,0.0,48.81501,1.0,0.0201,0.5009,1.0,1.0,49.815,40000,40000,2000000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r50|PRED_DISTINCT|c1,ecom,100,50,PRED_DISTINCT,1,1.0,1.0,50,2.599784,129.3883,2.599784,5.187468,2.599784,2.599784,2.599784,A,0.0,0.99535,0.0,0.0,0.0,48.76887,1.0,0.0201,0.5012,1.0,1.0,49.7689,10000,10000,500000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r50|PRED_DISTINCT|c2,ecom,100,50,PRED_DISTINCT,2,1.0,1.0,50,5.198316,258.9149,5.198316,10.376532,5.198316,5.198316,5.198316,A,0.0,0.99613,0.0,0.0,0.0,48.80746,1.0,0.0201,0.501,1.0,1.0,49.8075,20000,20000,1000000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 50, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r50|PRED_DISTINCT|c4,ecom,100,50,PRED_DISTINCT,4,1.0,1.0,50,9.73538,484.9681,9.73538,19.43466,9.73538,9.73538,9.73538,A,0.0,0.99629,0.0,0.0,0.0,48.81501,1.0,0.0201,0.5009,1.0,1.0,49.815,40000,40000,2000000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r50|PRED_NESTED|c1,ecom,100,50,PRED_NESTED,1,0.75488,1.0,50,2.599734,97.672602,2.599734,2.70642,2.70642,2.599734,2.599734,A,0.04104,0.04104,0.0,0.0,0.0,36.57023,1.0,0.0266,1.0,1.041,1.0,37.5702,10000,10000,377441,10000,10412,1058958,1102622,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,9050.95
ecom|s100|r50|PRED_NESTED|c2,ecom,100,50,PRED_NESTED,2,0.75488,1.0,50,5.198266,195.451581,5.198266,5.41175,5.41175,5.198266,5.198266,A,0.04107,0.04107,0.0,0.0,0.0,36.59938,1.0,0.0266,1.0,1.0411,1.0,37.5994,20000,20000,754882,20000,20824,2011724,2094676,3,"{""EAGER"": 1, ""LATE_PERSIST"": 48, ""PER_QUERY"": 1}",13.55,18444.3
ecom|s100|r50|PRED_NESTED|c4,ecom,100,50,PRED_NESTED,4,0.75488,1.0,50,9.73533,366.098432,9.73533,10.135218,10.135218,9.73533,9.73533,A,0.04108,0.04108,0.0,0.0,0.0,36.60514,1.0,0.0266,1.0,1.0411,1.0,37.6051,40000,40000,1509764,40000,41648,3727256,3880956,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,34633.0
ecom|s100|r50|PRED_OVERLAP|c1,ecom,100,50,PRED_OVERLAP,1,0.74791,1.0,50,2.599684,96.77581,2.599684,4.540965,2.599684,2.599684,2.599684,A,0.0,0.74674,0.0,0.0,0.0,36.22599,1.0,0.0269,0.5725,1.0,1.0,37.226,10000,10000,373956,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,13100.8
ecom|s100|r50|PRED_OVERLAP|c2,ecom,100,50,PRED_OVERLAP,2,0.74791,1.0,50,5.198216,193.657432,5.198216,9.083054,5.198216,5.198216,5.198216,A,0.0,0.74734,0.0,0.0,0.0,36.2546,1.0,0.0268,0.5723,1.0,1.0,37.2546,20000,20000,747912,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 50, ""PER_QUERY"": 0}",13.4,26722.2
ecom|s100|r50|PRED_OVERLAP|c4,ecom,100,50,PRED_OVERLAP,4,0.74791,1.0,50,9.73528,362.73958,9.73528,17.0121,9.73528,9.73528,9.73528,A,0.0,0.74747,0.0,0.0,0.0,36.26031,1.0,0.0268,0.5723,1.0,1.0,37.2603,40000,40000,1495824,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,50197.0
ecom|s100|r50|PRED_MUTEX|c1,ecom,100,50,PRED_MUTEX,1,0.02,1.0,50,2.599684,2.591684,2.599684,2.591684,2.591684,2.591684,2.591684,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,10000,10000,10000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,4206.75
ecom|s100|r50|PRED_MUTEX|c2,ecom,100,50,PRED_MUTEX,2,0.02,1.0,50,5.198216,5.182216,5.198216,5.182216,5.182216,5.182216,5.182216,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,20000,20000,20000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 50}",13.4,8557.9
ecom|s100|r50|PRED_MUTEX|c4,ecom,100,50,PRED_MUTEX,4,0.02,1.0,50,9.73528,9.70328,9.73528,9.70328,9.70328,9.70328,9.70328,B,0.0,0.0,0.0,0.0033,0.0033,0.0,1.0,1.0033,1.0,1.0,1.0033,1.0,40000,40000,40000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,16054.8
ecom|s100|r100|PRED_SHARED|c1,ecom,100,100,PRED_SHARED,1,1.0,1.0,100,2.603884,258.7766,2.603884,5.191568,2.603884,2.603884,2.603884,A,0.0,0.99378,0.0,0.0,0.0,98.381,1.0,0.0101,0.5016,1.0,1.0,99.381,10000,10000,1000000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r100|PRED_SHARED|c2,ecom,100,100,PRED_SHARED,2,1.0,1.0,100,5.202416,517.8298,5.202416,10.380632,5.202416,5.202416,5.202416,A,0.0,0.99535,0.0,0.0,0.0,98.53641,1.0,0.01,0.5012,1.0,1.0,99.5364,20000,20000,2000000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 100, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r100|PRED_SHARED|c4,ecom,100,100,PRED_SHARED,4,1.0,1.0,100,9.73948,969.9362,9.73948,19.43876,9.73948,9.73948,9.73948,A,0.0,0.99587,0.0,0.0,0.0,98.58809,1.0,0.01,0.501,1.0,1.0,99.5881,40000,40000,4000000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r100|PRED_DISTINCT|c1,ecom,100,100,PRED_DISTINCT,1,1.0,1.0,100,2.603884,258.7766,2.603884,5.191568,2.603884,2.603884,2.603884,A,0.0,0.99378,0.0,0.0,0.0,98.381,1.0,0.0101,0.5016,1.0,1.0,99.381,10000,10000,1000000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r100|PRED_DISTINCT|c2,ecom,100,100,PRED_DISTINCT,2,1.0,1.0,100,5.202416,517.8298,5.202416,10.380632,5.202416,5.202416,5.202416,A,0.0,0.99535,0.0,0.0,0.0,98.53641,1.0,0.01,0.5012,1.0,1.0,99.5364,20000,20000,2000000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 100, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r100|PRED_DISTINCT|c4,ecom,100,100,PRED_DISTINCT,4,1.0,1.0,100,9.73948,969.9362,9.73948,19.43876,9.73948,9.73948,9.73948,A,0.0,0.99587,0.0,0.0,0.0,98.58809,1.0,0.01,0.501,1.0,1.0,99.5881,40000,40000,4000000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,13.55
ecom|s100|r100|PRED_NESTED|c1,ecom,100,100,PRED_NESTED,1,0.75231,1.0,100,2.603784,194.678539,2.603784,2.658652,2.658652,2.603784,2.603784,A,0.02107,0.02107,0.0,0.0,0.0,73.76755,1.0,0.0134,1.0,1.0211,1.0,74.7675,10000,10000,752305,10000,10212,1058958,1081403,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,4352.65
ecom|s100|r100|PRED_NESTED|c2,ecom,100,100,PRED_NESTED,2,0.75231,1.0,100,5.202316,389.569151,5.202316,5.312084,5.312084,5.202316,5.202316,A,0.0211,0.0211,0.0,0.0,0.0,73.88379,1.0,0.0134,1.0,1.0211,1.0,74.8838,20000,20000,1504610,20000,20424,2011724,2054358,3,"{""EAGER"": 1, ""LATE_PERSIST"": 98, ""PER_QUERY"": 1}",13.55,8868.3
ecom|s100|r100|PRED_NESTED|c4,ecom,100,100,PRED_NESTED,4,0.75231,1.0,100,9.73938,729.698246,9.73938,9.944956,9.944956,9.73938,9.73938,A,0.02111,0.02111,0.0,0.0,0.0,73.92245,1.0,0.0133,1.0,1.0211,1.0,74.9225,40000,40000,3009220,40000,40848,3727256,3806240,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.55,16651.6
ecom|s100|r100|PRED_OVERLAP|c1,ecom,100,100,PRED_OVERLAP,1,0.74776,1.0,100,2.603684,193.509286,2.603684,4.544965,2.603684,2.603684,2.603684,A,0.0,0.74559,0.0,0.0,0.0,73.32134,1.0,0.0135,0.5729,1.0,1.0,74.3213,10000,10000,747759,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1707.05
ecom|s100|r100|PRED_OVERLAP|c2,ecom,100,100,PRED_OVERLAP,2,0.74776,1.0,100,5.202216,387.230945,5.202216,9.087054,5.202216,5.202216,5.202216,A,0.0,0.74677,0.0,0.0,0.0,73.43577,1.0,0.0134,0.5725,1.0,1.0,74.4358,20000,20000,1495518,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 100, ""PER_QUERY"": 0}",13.4,3468.5
ecom|s100|r100|PRED_OVERLAP|c4,ecom,100,100,PRED_OVERLAP,4,0.74776,1.0,100,9.73928,725.32217,9.73928,17.0161,9.73928,9.73928,9.73928,A,0.0,0.74716,0.0,0.0,0.0,73.4739,1.0,0.0134,0.5724,1.0,1.0,74.4739,40000,40000,2991036,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,6505.4
ecom|s100|r100|PRED_MUTEX|c1,ecom,100,100,PRED_MUTEX,1,0.01,1.0,100,2.603684,2.595684,2.603684,2.595684,2.595684,2.595684,2.595684,B,0.0,0.0,0.0,0.00308,0.00308,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,10000,10000,10000,10000,10000,1058958,1058958,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,2117.35
ecom|s100|r100|PRED_MUTEX|c2,ecom,100,100,PRED_MUTEX,2,0.01,1.0,100,5.202216,5.186216,5.202216,5.186216,5.186216,5.186216,5.186216,B,0.0,0.0,0.0,0.00309,0.00309,0.0,1.0,1.0031,1.0,1.0,1.0031,1.0,20000,20000,20000,20000,20000,2011724,2011724,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 100}",13.4,4295.7
ecom|s100|r100|PRED_MUTEX|c4,ecom,100,100,PRED_MUTEX,4,0.01,1.0,100,9.73928,9.70728,9.73928,9.70728,9.70728,9.70728,9.70728,B,0.0,0.0,0.0,0.0033,0.0033,0.0,1.0,1.0033,1.0,1.0,1.0033,1.0,40000,40000,40000,40000,40000,3727256,3727256,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8053.6
finproc|s1|r1|PRED_SHARED|c1,finproc,1,1,PRED_SHARED,1,0.0097,0.0097,1,1.91524,0.018655,0.018732,0.018655,0.018655,0.018655,0.018655,B,0.0,0.0,0.0,0.00416,101.66906,0.0,0.0098,1.0042,1.0,1.0,102.6691,1.0,97,10000,97,97,97,751080,7323,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1524.1
finproc|s1|r1|PRED_SHARED|c2,finproc,1,1,PRED_SHARED,2,0.0097,0.0097,1,4.4904,0.043631,0.043786,0.043631,0.043631,0.043631,0.043631,B,0.0,0.0,0.0,0.00356,101.91765,0.0,0.0098,1.0036,1.0,1.0,102.9177,1.0,194,20000,194,194,194,1692160,16489,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 1}",13.4,3616.8
finproc|s1|r1|PRED_SHARED|c4,finproc,1,1,PRED_SHARED,4,0.0097,0.0097,1,9.54072,0.092614,0.092924,0.092614,0.092614,0.092614,0.092614,B,0.0,0.0,0.0,0.00335,102.01596,0.0,0.0097,1.0034,1.0,1.0,103.016,1.0,388,40000,388,388,388,3664320,35694,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7627.6
finproc|s1|r1|PRED_DISTINCT|c1,finproc,1,1,PRED_DISTINCT,1,0.0094,0.0094,1,1.91524,0.018099,0.018174,0.018099,0.018099,0.018099,0.018099,B,0.0,0.0,0.0,0.00415,104.82021,0.0,0.0095,1.0042,1.0,1.0,105.8202,1.0,94,10000,94,94,94,751080,7106,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1478.8
finproc|s1|r1|PRED_DISTINCT|c2,finproc,1,1,PRED_DISTINCT,2,0.0094,0.0094,1,4.4904,0.042322,0.042472,0.042322,0.042322,0.042322,0.042322,B,0.0,0.0,0.0,0.00355,105.10085,0.0,0.0095,1.0036,1.0,1.0,106.1008,1.0,188,20000,188,188,188,1692160,15998,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 1}",13.4,3508.2
finproc|s1|r1|PRED_DISTINCT|c4,finproc,1,1,PRED_DISTINCT,4,0.0094,0.0094,1,9.54072,0.089828,0.090129,0.089828,0.089828,0.089828,0.089828,B,0.0,0.0,0.0,0.00335,105.21098,0.0,0.0094,1.0033,1.0,1.0,106.211,1.0,376,40000,376,376,376,3664320,34628,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7397.8
finproc|s1|r1|PRED_NESTED|c1,finproc,1,1,PRED_NESTED,1,0.0097,0.0097,1,1.91524,0.018655,0.018732,0.018655,0.018655,0.018655,0.018655,B,0.0,0.0,0.0,0.00416,101.66906,0.0,0.0098,1.0042,1.0,1.0,102.6691,1.0,97,10000,97,97,97,751080,7323,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1524.1
finproc|s1|r1|PRED_NESTED|c2,finproc,1,1,PRED_NESTED,2,0.0097,0.0097,1,4.4904,0.043631,0.043786,0.043631,0.043631,0.043631,0.043631,B,0.0,0.0,0.0,0.00356,101.91765,0.0,0.0098,1.0036,1.0,1.0,102.9177,1.0,194,20000,194,194,194,1692160,16489,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 1}",13.4,3616.8
finproc|s1|r1|PRED_NESTED|c4,finproc,1,1,PRED_NESTED,4,0.0097,0.0097,1,9.54072,0.092614,0.092924,0.092614,0.092614,0.092614,0.092614,B,0.0,0.0,0.0,0.00335,102.01596,0.0,0.0097,1.0034,1.0,1.0,103.016,1.0,388,40000,388,388,388,3664320,35694,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7627.6
finproc|s1|r1|PRED_OVERLAP|c1,finproc,1,1,PRED_OVERLAP,1,0.0112,0.0112,1,1.91524,0.02159,0.02168,0.02159,0.02159,0.02159,0.02159,B,0.0,0.0,0.0,0.00415,87.70959,0.0,0.0113,1.0042,1.0,1.0,88.7096,1.0,112,10000,112,112,112,751080,8487,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1762.45
finproc|s1|r1|PRED_OVERLAP|c2,finproc,1,1,PRED_OVERLAP,2,0.0112,0.0112,1,4.4904,0.050492,0.050671,0.050492,0.050492,0.050492,0.050492,B,0.0,0.0,0.0,0.00355,87.9329,0.0,0.0113,1.0035,1.0,1.0,88.9329,1.0,224,20000,224,224,224,1692160,19102,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 1}",13.4,4183.5
finproc|s1|r1|PRED_OVERLAP|c4,finproc,1,1,PRED_OVERLAP,4,0.0112,0.0112,1,9.54072,0.107176,0.107534,0.107176,0.107176,0.107176,0.107176,B,0.0,0.0,0.0,0.00334,88.01918,0.0,0.0113,1.0033,1.0,1.0,89.0192,1.0,448,40000,448,448,448,3664320,41340,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8824.0
finproc|s1|r1|PRED_MUTEX|c1,finproc,1,1,PRED_MUTEX,1,0.01,0.01,1,1.91524,0.019136,0.019216,0.019136,0.019136,0.019136,0.019136,B,0.0,0.0,0.0,0.00418,99.0857,0.0,0.01,1.0042,1.0,1.0,100.0857,1.0,100,10000,100,100,100,751080,7503,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1563.85
finproc|s1|r1|PRED_MUTEX|c2,finproc,1,1,PRED_MUTEX,2,0.01,0.01,1,4.4904,0.044792,0.044952,0.044792,0.044792,0.044792,0.044792,B,0.0,0.0,0.0,0.00357,99.25004,0.0,0.01,1.0036,1.0,1.0,100.25,1.0,200,20000,200,200,200,1692160,16906,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 1}",13.4,3714.3
finproc|s1|r1|PRED_MUTEX|c4,finproc,1,1,PRED_MUTEX,4,0.01,0.01,1,9.54072,0.095104,0.095424,0.095104,0.095104,0.095104,0.095104,B,0.0,0.0,0.0,0.00336,99.31881,0.0,0.01,1.0034,1.0,1.0,100.3188,1.0,400,40000,400,400,400,3664320,36612,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7835.2
finproc|s1|r10|PRED_SHARED|c1,finproc,1,10,PRED_SHARED,1,0.0097,0.0097,10,1.91596,0.186545,0.019452,0.038027,0.038027,0.019452,0.038027,C,0.95488,0.95488,0.95488,0.0,97.49631,8.58997,0.0102,0.1043,1.0,1.9549,98.4963,9.59,97,10000,970,97,194,751080,14646,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1524.1
finproc|s1|r10|PRED_SHARED|c2,finproc,1,10,PRED_SHARED,2,0.0097,0.0097,10,4.49112,0.43631,0.044506,0.088057,0.088057,0.044506,0.088057,C,0.97854,0.97854,0.97854,0.0,99.90999,8.80335,0.0099,0.102,1.0,1.9785,100.91,9.8034,194,20000,1940,194,388,1692160,32978,1,"{""EAGER"": 0, ""LATE_PERSIST"": 9, ""PER_QUERY"": 1}",13.4,3616.8
finproc|s1|r10|PRED_SHARED|c4,finproc,1,10,PRED_SHARED,4,0.0097,0.0097,10,9.54144,0.92614,0.093644,0.186178,0.186178,0.093644,0.186178,C,0.98814,0.98814,0.98814,0.0,100.89013,8.88997,0.0098,0.1011,1.0,1.9881,101.8901,9.89,388,40000,3880,388,776,3664320,71388,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7627.6
finproc|s1|r10|PRED_DISTINCT|c1,finproc,1,10,PRED_DISTINCT,1,0.00986,0.0937,10,1.91596,0.188809,0.180152,0.184227,0.184227,0.180152,0.184227,C,0.02262,0.02262,0.02262,0.0,9.63524,0.04805,0.094,0.9541,1.0,1.0226,10.6352,1.0481,937,10000,986,937,959,751080,72026,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1747.9
finproc|s1|r10|PRED_DISTINCT|c2,finproc,1,10,PRED_DISTINCT,2,0.00986,0.0937,10,4.49112,0.441894,0.421346,0.430947,0.430947,0.421346,0.430947,C,0.02279,0.02279,0.02279,0.0,9.65898,0.04877,0.0938,0.9535,1.0,1.0228,10.659,1.0488,1874,20000,1972,1874,1918,1692160,162273,3,"{""EAGER"": 0, ""LATE_PERSIST"": 7, ""PER_QUERY"": 3}",13.4,4154.4
finproc|s1|r10|PRED_DISTINCT|c4,finproc,1,10,PRED_DISTINCT,4,0.00986,0.0937,10,9.54144,0.938204,0.894364,0.9075,0.9075,0.894364,0.9075,C,0.01469,0.01469,0.01469,0.0,9.6684,0.04902,0.0937,0.9533,1.0,1.0147,10.6684,1.049,3748,40000,3944,3748,3804,3664320,348454,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8765.8
finproc|s1|r10|PRED_NESTED|c1,finproc,1,10,PRED_NESTED,1,0.01032,0.0192,10,1.91596,0.198184,0.037636,0.041668,0.041668,0.037636,0.041668,C,0.10715,0.10715,0.10715,0.0,49.90818,4.26587,0.0196,0.1899,1.0,1.1071,50.9082,5.2659,192,10000,1032,192,213,751080,16044,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,716.6
finproc|s1|r10|PRED_NESTED|c2,finproc,1,10,PRED_NESTED,2,0.01032,0.0192,10,4.49112,0.46368,0.087143,0.096594,0.096594,0.087143,0.096594,C,0.10845,0.10845,0.10845,0.0,50.53724,4.3209,0.0194,0.1879,1.0,1.1085,51.5372,5.3209,384,20000,2064,384,426,1692160,36135,1,"{""EAGER"": 0, ""LATE_PERSIST"": 9, ""PER_QUERY"": 1}",13.4,1689.8
finproc|s1|r10|PRED_NESTED|c4,finproc,1,10,PRED_NESTED,4,0.01032,0.0192,10,9.54144,0.984352,0.184238,0.204316,0.204316,0.184238,0.204316,C,0.10898,0.10898,0.10898,0.0,50.78855,4.34282,0.0193,0.1872,1.0,1.109,51.7886,5.3428,768,40000,4128,768,852,3664320,78234,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,3555.2
finproc|s1|r10|PRED_OVERLAP|c1,finproc,1,10,PRED_OVERLAP,1,0.01078,0.0573,10,1.91596,0.207267,0.110777,0.122066,0.122066,0.110777,0.122066,C,0.10191,0.10191,0.10191,0.0,16.29566,0.87103,0.0578,0.5345,1.0,1.1019,17.2957,1.871,573,10000,1078,573,632,751080,47627,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1762.45
finproc|s1|r10|PRED_OVERLAP|c2,finproc,1,10,PRED_OVERLAP,2,0.01078,0.0573,10,4.49112,0.484882,0.258572,0.285044,0.285044,0.258572,0.285044,C,0.10238,0.10238,0.10238,0.0,16.36895,0.87523,0.0576,0.5333,1.0,1.1024,17.3689,1.8752,1146,20000,2156,1146,1264,1692160,107262,1,"{""EAGER"": 0, ""LATE_PERSIST"": 9, ""PER_QUERY"": 1}",13.4,4183.5
finproc|s1|r10|PRED_OVERLAP|c4,finproc,1,10,PRED_OVERLAP,4,0.01078,0.0573,10,9.54144,1.029332,0.548432,0.60468,0.60468,0.548432,0.60468,C,0.10256,0.10256,0.10256,0.0,16.39768,0.87686,0.0575,0.5328,1.0,1.1026,17.3977,1.8769,2292,40000,4312,2292,2528,3664320,232220,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,8824.0
finproc|s1|r10|PRED_MUTEX|c1,finproc,1,10,PRED_MUTEX,1,0.01,0.1,10,1.91596,0.191602,0.192402,0.191602,0.191602,0.191602,0.191602,B,0.0,0.0,0.0,0.00418,8.99969,0.0,0.1004,1.0042,1.0,1.0,9.9997,1.0,1000,10000,1000,1000,1000,751080,75151,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,1578.25
finproc|s1|r10|PRED_MUTEX|c2,finproc,1,10,PRED_MUTEX,2,0.01,0.1,10,4.49112,0.448404,0.450004,0.448404,0.448404,0.448404,0.448404,B,0.0,0.0,0.0,0.00357,9.01579,0.0,0.1002,1.0036,1.0,1.0,10.0158,1.0,2000,20000,2000,2000,2000,1692160,169302,0,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 10}",13.4,3743.1
finproc|s1|r10|PRED_MUTEX|c4,finproc,1,10,PRED_MUTEX,4,0.01,0.1,10,9.54144,0.952008,0.955208,0.952008,0.952008,0.952008,0.952008,B,0.0,0.0,0.0,0.00336,9.02244,0.0,0.1001,1.0034,1.0,1.0,10.0224,1.0,4000,40000,4000,4000,4000,3664320,366604,,"{""EAGER"": 0, ""LATE_PERSIST"": 0, ""PER_QUERY"": 0}",13.4,7892.8
